x,y,mut
 9.701266289E-01, 2.675071119E-05, 1.092162430E-01
 9.701266289E-01, 2.772020343E-05, 1.270125657E-01
 9.701266289E-01, 2.871548350E-05, 1.470012069E-01
 9.701266289E-01, 2.973747905E-05, 1.693310291E-01
 9.701266289E-01, 3.078714144E-05, 1.941445619E-01
 9.701266289E-01, 3.186544200E-05, 2.215764821E-01
 9.701266289E-01, 3.297338844E-05, 2.517528236E-01
 9.701266289E-01, 3.411201033E-05, 2.847903371E-01
 9.701266289E-01, 3.528236630E-05, 3.207966685E-01
 9.701266289E-01, 3.648554775E-05, 3.598704338E-01
 9.701266289E-01, 3.772267155E-05, 4.021021426E-01
 9.701266289E-01, 3.899488729E-05, 4.475750625E-01
 9.701266289E-01, 4.030338459E-05, 4.963663816E-01
 9.701266289E-01, 4.164937127E-05, 5.485484600E-01
 9.701266289E-01, 4.303410969E-05, 6.041900516E-01
 9.701266289E-01, 4.445888044E-05, 6.633571982E-01
 9.701266289E-01, 4.592501136E-05, 7.261145115E-01
 9.701266289E-01, 4.743386671E-05, 7.925259471E-01
 9.701266289E-01, 4.898685074E-05, 8.626551628E-01
 9.701266289E-01, 5.058540773E-05, 9.365664721E-01
 9.701266289E-01, 5.223102562E-05, 1.013743401E+00
 9.701266289E-01, 5.392523599E-05, 1.090880036E+00
 9.701266289E-01, 5.566961045E-05, 1.171553254E+00
 9.701266289E-01, 5.746577517E-05, 1.256533265E+00
 9.701266289E-01, 5.931540363E-05, 1.346101403E+00
 9.701266289E-01, 6.122021296E-05, 1.440452218E+00
 9.701266289E-01, 6.318197120E-05, 1.539765954E+00
 9.701266289E-01, 6.520251191E-05, 1.644222856E+00
 9.701266289E-01, 6.728371227E-05, 1.754007101E+00
 9.701266289E-01, 6.942750770E-05, 1.869306684E+00
 9.701266289E-01, 7.163589180E-05, 1.990315199E+00
 9.701266289E-01, 7.391091640E-05, 2.117231607E+00
 9.701266289E-01, 7.625470607E-05, 2.250262260E+00
 9.701266289E-01, 7.866942906E-05, 2.389620066E+00
 9.701266289E-01, 8.115734818E-05, 2.535524607E+00
 9.701266289E-01, 8.372076263E-05, 2.688194036E+00
 9.701266289E-01, 8.636206621E-05, 2.847882748E+00
 9.701266289E-01, 8.908371092E-05, 3.014853477E+00
 9.701266289E-01, 9.188822878E-05, 3.189381123E+00
 9.701266289E-01, 9.477823914E-05, 3.371751547E+00
 9.701266289E-01, 9.775641956E-05, 3.562243938E+00
 9.701266289E-01, 1.008255422E-04, 3.761072636E+00
 9.701266289E-01, 1.039884592E-04, 3.968217611E+00
 9.701266289E-01, 1.072481246E-04, 4.182974815E+00
 9.701266289E-01, 1.106075651E-04, 4.402796268E+00
 9.701266289E-01, 1.140699023E-04, 4.623473167E+00
 9.701266289E-01, 1.176383594E-04, 4.852230549E+00
 9.701266289E-01, 1.213162541E-04, 5.089302540E+00
 9.701266289E-01, 1.251070062E-04, 5.334932327E+00
 9.701266289E-01, 1.290141663E-04, 5.589368343E+00
 9.701266289E-01, 1.330413361E-04, 5.852868080E+00
 9.701266289E-01, 1.371922699E-04, 6.125696182E+00
 9.701266289E-01, 1.414708386E-04, 6.408124924E+00
 9.701266289E-01, 1.458810293E-04, 6.700434685E+00
 9.701266289E-01, 1.504269312E-04, 7.002914429E+00
 9.701266289E-01, 1.551127643E-04, 7.315861225E+00
 9.701266289E-01, 1.599429088E-04, 7.639580727E+00
 9.701266289E-01, 1.649218466E-04, 7.974387169E+00
 9.701266289E-01, 1.700542198E-04, 8.320604324E+00
 9.701266289E-01, 1.753448014E-04, 8.678565025E+00
 9.701266289E-01, 1.807984954E-04, 9.048610687E+00
 9.701266289E-01, 1.864203950E-04, 9.431093216E+00
 9.701266289E-01, 1.922157098E-04, 9.826375961E+00
 9.701266289E-01, 1.981898677E-04, 1.023482800E+01
 9.701266289E-01, 2.043483837E-04, 1.065683365E+01
 9.701266289E-01, 2.106970205E-04, 1.109278488E+01
 9.701266289E-01, 2.172416571E-04, 1.154308510E+01
 9.701266289E-01, 2.239884052E-04, 1.200814819E+01
 9.701266289E-01, 2.309435367E-04, 1.248840046E+01
 9.701266289E-01, 2.381135128E-04, 1.298428059E+01
 9.701266289E-01, 2.455050126E-04, 1.349623394E+01
 9.701266289E-01, 2.531248902E-04, 1.402472401E+01
 9.701266289E-01, 2.609802759E-04, 1.457022285E+01
 9.701266289E-01, 2.690784459E-04, 1.513321495E+01
 9.701266289E-01, 2.774269378E-04, 1.571419907E+01
 9.701266289E-01, 2.860335226E-04, 1.631368637E+01
 9.701266289E-01, 2.949062036E-04, 1.693219757E+01
 9.701266289E-01, 3.040532465E-04, 1.757027245E+01
 9.701266289E-01, 3.134831495E-04, 1.822845840E+01
 9.701266289E-01, 3.232046729E-04, 1.890732002E+01
 9.701266289E-01, 3.332268971E-04, 1.960743523E+01
 9.701266289E-01, 3.435591352E-04, 2.032939529E+01
 9.701266289E-01, 3.542109625E-04, 2.107380295E+01
 9.701266289E-01, 3.651923325E-04, 2.184127617E+01
 9.701266289E-01, 3.765134607E-04, 2.263245392E+01
 9.701266289E-01, 3.881848534E-04, 2.344797707E+01
 9.701266289E-01, 4.002173664E-04, 2.428851128E+01
 9.701266289E-01, 4.126222047E-04, 2.515472984E+01
 9.701266289E-01, 4.254109226E-04, 2.604732513E+01
 9.701266289E-01, 4.385953944E-04, 2.696700287E+01
 9.701266289E-01, 4.521879018E-04, 2.791447830E+01
 9.701266289E-01, 4.662010761E-04, 2.889048576E+01
 9.701266289E-01, 4.806479556E-04, 2.989577103E+01
 9.701266289E-01, 4.955420154E-04, 3.093109894E+01
 9.701266289E-01, 5.108970799E-04, 3.199723625E+01
 9.701266289E-01, 5.267274100E-04, 3.309498215E+01
 9.701266289E-01, 5.430477904E-04, 3.422512436E+01
 9.701266289E-01, 5.598733551E-04, 3.538848114E+01
 9.701266289E-01, 5.772197619E-04, 3.658588028E+01
 9.701266289E-01, 5.951031926E-04, 3.781816101E+01
 9.701266289E-01, 6.135402364E-04, 3.908615494E+01
 9.701266289E-01, 6.325480645E-04, 4.039073563E+01
 9.701266289E-01, 6.521443138E-04, 4.173276138E+01
 9.701266289E-01, 6.723473198E-04, 4.311310959E+01
 9.701266289E-01, 6.931758253E-04, 4.453266525E+01
 9.701266289E-01, 7.146491553E-04, 4.599230957E+01
 9.701266289E-01, 7.367873332E-04, 4.749294281E+01
 9.701266289E-01, 7.596109645E-04, 4.903546143E+01
 9.701266289E-01, 7.831412950E-04, 5.062075424E+01
 9.701266289E-01, 8.074001526E-04, 5.224972534E+01
 9.701266289E-01, 8.324101800E-04, 5.392327881E+01
 9.701266289E-01, 8.581946022E-04, 5.564229965E+01
 9.701266289E-01, 8.847774006E-04, 5.740767288E+01
 9.701266289E-01, 9.121833136E-04, 5.922027588E+01
 9.701266289E-01, 9.404378361E-04, 6.108098221E+01
 9.701266289E-01, 9.695672779E-04, 6.299063110E+01
 9.701266289E-01, 9.995986475E-04, 6.495005798E+01
 9.701266289E-01, 1.030560001E-03, 6.696009064E+01
 9.701266289E-01, 1.062480151E-03, 6.902149200E+01
 9.701266289E-01, 1.095388667E-03, 7.113503265E+01
 9.701266289E-01, 1.129316282E-03, 7.330142212E+01
 9.701266289E-01, 1.164294430E-03, 7.552134705E+01
 9.701266289E-01, 1.200355822E-03, 7.779545593E+01
 9.701266289E-01, 1.237533870E-03, 8.012432098E+01
 9.701266289E-01, 1.275863266E-03, 8.250847626E+01
 9.701266289E-01, 1.315379515E-03, 8.494838715E+01
 9.701266289E-01, 1.356119523E-03, 8.744445801E+01
 9.701266289E-01, 1.398121123E-03, 8.999698639E+01
 9.701266289E-01, 1.441423432E-03, 9.260620880E+01
 9.701266289E-01, 1.486066729E-03, 9.527226257E+01
 9.701266289E-01, 1.532092574E-03, 9.799516296E+01
 9.701266289E-01, 1.579543576E-03, 1.007748260E+02
 9.701266289E-01, 1.628464204E-03, 1.036110229E+02
 9.701266289E-01, 1.678899745E-03, 1.065034103E+02
 9.701266289E-01, 1.730897231E-03, 1.094514542E+02
 9.701266289E-01, 1.784504857E-03, 1.124544907E+02
 9.701266289E-01, 1.839772798E-03, 1.155116577E+02
 9.701266289E-01, 1.896752161E-03, 1.186218948E+02
 9.701266289E-01, 1.955496147E-03, 1.217839355E+02
 9.701266289E-01, 2.016059356E-03, 1.249962692E+02
 9.701266289E-01, 2.078498015E-03, 1.282571564E+02
 9.701266289E-01, 2.142870566E-03, 1.315645599E+02
 9.701266289E-01, 2.209236380E-03, 1.349161835E+02
 9.701266289E-01, 2.277657622E-03, 1.383094025E+02
 9.701266289E-01, 2.348197857E-03, 1.417412720E+02
 9.701266289E-01, 2.420922508E-03, 1.452084351E+02
 9.701266289E-01, 2.495899564E-03, 1.487072144E+02
 9.701266289E-01, 2.573198406E-03, 1.522334900E+02
 9.701266289E-01, 2.652890980E-03, 1.557826843E+02
 9.701266289E-01, 2.735051792E-03, 1.593497925E+02
 9.701266289E-01, 2.819756977E-03, 1.629292755E+02
 9.701266289E-01, 2.907085465E-03, 1.665150604E+02
 9.701266289E-01, 2.997118514E-03, 1.701005096E+02
 9.701266289E-01, 3.089939710E-03, 1.736784058E+02
 9.701266289E-01, 3.185635433E-03, 1.772408600E+02
 9.701266289E-01, 3.284294857E-03, 1.807793427E+02
 9.701266289E-01, 3.386009717E-03, 1.842845917E+02
 9.701266289E-01, 3.490874544E-03, 1.877466431E+02
 9.701266289E-01, 3.598987125E-03, 1.911546783E+02
 9.701266289E-01, 3.710447578E-03, 1.944971466E+02
 9.701266289E-01, 3.825360211E-03, 1.977615814E+02
 9.701266289E-01, 3.943831660E-03, 2.009346466E+02
 9.701266289E-01, 4.065971822E-03, 2.040021057E+02
 9.701266289E-01, 4.191894550E-03, 2.069487457E+02
 9.701266289E-01, 4.321717191E-03, 2.097583771E+02
 9.701266289E-01, 4.455560353E-03, 2.124138336E+02
 9.701266289E-01, 4.593548831E-03, 2.148968964E+02
 9.701266289E-01, 4.735810217E-03, 2.171883545E+02
 9.701266289E-01, 4.882477690E-03, 2.192264709E+02
 9.701266289E-01, 5.033687688E-03, 2.205130768E+02
 9.701266289E-01, 5.189579912E-03, 2.211876984E+02
 9.701266289E-01, 5.350300577E-03, 2.214121246E+02
 9.701266289E-01, 5.515998229E-03, 2.212940674E+02
 9.701266289E-01, 5.686827935E-03, 2.208920593E+02
 9.701266289E-01, 5.862948019E-03, 2.202229614E+02
 9.701266289E-01, 6.044522393E-03, 2.192702332E+02
 9.701266289E-01, 6.231720094E-03, 2.179919281E+02
 9.701266289E-01, 6.424714811E-03, 2.163277130E+02
 9.701266289E-01, 6.623687223E-03, 2.142048950E+02
 9.701266289E-01, 6.828821264E-03, 2.115440063E+02
 9.701266289E-01, 7.040308323E-03, 2.082644501E+02
 9.701266289E-01, 7.258344907E-03, 2.042911987E+02
 9.701266289E-01, 7.483134046E-03, 1.995630341E+02
 9.701266289E-01, 7.714885287E-03, 1.940427094E+02
 9.701266289E-01, 7.953813300E-03, 1.877285004E+02
 9.701266289E-01, 8.200140670E-03, 1.806669159E+02
 9.701266289E-01, 8.454097435E-03, 1.729651184E+02
 9.701266289E-01, 8.715918288E-03, 1.648027496E+02
 9.701266289E-01, 8.985848166E-03, 1.564419861E+02
 9.701266289E-01, 9.264137596E-03, 1.482340240E+02
 9.701266289E-01, 9.551045485E-03, 1.406168365E+02
 9.701266289E-01, 9.846839122E-03, 1.340890656E+02
 9.701266289E-01, 1.015179232E-02, 1.291127625E+02
 9.701266289E-01, 1.046619099E-02, 1.256540146E+02
 9.701266289E-01, 1.079032570E-02, 1.221569595E+02
 9.701266289E-01, 1.112449914E-02, 1.143576126E+02
 9.701266289E-01, 1.146902237E-02, 1.021560440E+02
 9.701266289E-01, 1.182421483E-02, 8.893892670E+01
 9.701266289E-01, 1.219040714E-02, 7.472493744E+01
 9.701266289E-01, 1.256794017E-02, 5.962248611E+01
 9.701266289E-01, 1.295716595E-02, 4.394408035E+01
 9.701266289E-01, 1.335844584E-02, 2.851806831E+01
 9.701266289E-01, 1.377215330E-02, 1.533803368E+01
 9.701266289E-01, 1.419867296E-02, 6.476557255E+00
 9.701266289E-01, 1.463840157E-02, 1.715764523E+00
 9.701266289E-01, 1.509174798E-02, 2.127352953E-01
 9.701266289E-01, 1.555913500E-02, 2.349145338E-02
 9.701266289E-01, 1.604099758E-02, 8.337188512E-03
 9.701266289E-01, 1.653778180E-02, 7.237954997E-03
 9.701266289E-01, 1.704995334E-02, 7.161878049E-03
 9.701266289E-01, 1.757798530E-02, 7.156833075E-03
 9.701266289E-01, 1.812236942E-02, 7.156512700E-03
 9.701266289E-01, 1.868361421E-02, 7.156493608E-03
 9.701266289E-01, 1.926223934E-02, 7.156493142E-03
 9.701266289E-01, 1.985878497E-02, 7.156493608E-03
 9.701266289E-01, 2.047380619E-02, 7.156494074E-03
 9.701266289E-01, 2.110787295E-02, 7.156494539E-03
 9.701266289E-01, 2.176157758E-02, 7.156495471E-03
 9.701266289E-01, 2.243552729E-02, 7.156495936E-03
 9.701266289E-01, 2.313034981E-02, 7.156496402E-03
 9.701266289E-01, 2.384668961E-02, 7.156497333E-03
 9.701266289E-01, 2.458521351E-02, 7.156497799E-03
 9.701266289E-01, 2.534661070E-02, 7.156498265E-03
 9.701266289E-01, 2.613158710E-02, 7.156498730E-03
 9.701266289E-01, 2.694087476E-02, 7.156499662E-03
 9.701266289E-01, 2.777522430E-02, 7.156500593E-03
 9.701266289E-01, 2.863541432E-02, 7.156501058E-03
 9.701266289E-01, 2.952224575E-02, 7.156501990E-03
 9.701266289E-01, 3.043654002E-02, 7.156502921E-03
 9.701266289E-01, 3.137915209E-02, 7.156503387E-03
 9.701266289E-01, 3.235095367E-02, 7.156504318E-03
 9.701266289E-01, 3.335285187E-02, 7.156504784E-03
 9.701266289E-01, 3.438577801E-02, 7.156506181E-03
 9.701266289E-01, 3.545069695E-02, 7.156506646E-03
 9.701266289E-01, 3.654859215E-02, 7.156507578E-03
 9.701266289E-01, 3.768049181E-02, 7.156508975E-03
 9.701266289E-01, 3.884744644E-02, 7.156509440E-03
 9.701266289E-01, 4.005054012E-02, 7.156510372E-03
 9.701266289E-01, 4.129089043E-02, 7.156511769E-03
 9.701266289E-01, 4.256965965E-02, 7.156512700E-03
 9.701266289E-01, 4.388802871E-02, 7.156513631E-03
 9.701266289E-01, 4.524722695E-02, 7.156515028E-03
 9.701266289E-01, 4.664851725E-02, 7.156516425E-03
 9.701266289E-01, 4.809320718E-02, 7.156517357E-03
 9.701266289E-01, 4.958264157E-02, 7.156518754E-03
 9.701266289E-01, 5.111819878E-02, 7.156519685E-03
 9.701266289E-01, 5.270131305E-02, 7.156520616E-03
 9.701266289E-01, 5.433345586E-02, 7.156522013E-03
 9.701266289E-01, 5.601614714E-02, 7.156523410E-03
 9.701266289E-01, 5.775095150E-02, 7.156524807E-03
 9.701266289E-01, 5.953947827E-02, 7.156526204E-03
 9.701266289E-01, 6.138340011E-02, 7.156527601E-03
 9.701266289E-01, 6.328442693E-02, 7.156529464E-03
 9.701266289E-01, 6.524432451E-02, 7.156530861E-03
 9.701266289E-01, 6.726492196E-02, 7.156532258E-03
 9.701266289E-01, 6.934808940E-02, 7.156534120E-03
 9.701266289E-01, 7.149577886E-02, 7.156535517E-03
 9.701266289E-01, 7.370998710E-02, 7.156537846E-03
 9.701266289E-01, 7.599275559E-02, 7.156539243E-03
 9.701266289E-01, 7.834623009E-02, 7.156541105E-03
 9.701266289E-01, 8.077258617E-02, 7.156543434E-03
 9.701266289E-01, 8.327408880E-02, 7.156545296E-03
 9.701266289E-01, 8.585306257E-02, 7.156546693E-03
 9.701266289E-01, 8.851190656E-02, 7.156549022E-03
 9.701266289E-01, 9.125309438E-02, 7.156550884E-03
 9.701266289E-01, 9.407917410E-02, 7.156553213E-03
 9.701266289E-01, 9.699277580E-02, 7.156555541E-03
 9.701266289E-01, 9.999661148E-02, 7.156557869E-03
 9.701266289E-01, 1.030934751E-01, 7.156560197E-03
 9.701266289E-01, 1.062862501E-01, 7.156562526E-03
 9.701266289E-01, 1.095779017E-01, 7.156564854E-03
 9.701266289E-01, 1.129714921E-01, 7.156567182E-03
 9.701266289E-01, 1.164701879E-01, 7.156569976E-03
 9.701266289E-01, 1.200772300E-01, 7.156572770E-03
 9.701266289E-01, 1.237959862E-01, 7.156575564E-03
 9.701266289E-01, 1.276299059E-01, 7.156578358E-03
 9.701266289E-01, 1.315825731E-01, 7.156581152E-03
 9.701266289E-01, 1.356576383E-01, 7.156583946E-03
 9.701266289E-01, 1.398589164E-01, 7.156586740E-03
 9.701266289E-01, 1.441902965E-01, 7.156590000E-03
 9.701266289E-01, 1.486558318E-01, 7.156592794E-03
 9.701266289E-01, 1.532596499E-01, 7.156596519E-03
 9.701266289E-01, 1.580060571E-01, 7.156599313E-03
 9.701266289E-01, 1.628994495E-01, 7.156603038E-03
 9.701266289E-01, 1.679444015E-01, 7.156606298E-03
 9.701266289E-01, 1.731455922E-01, 7.156610023E-03
 9.701266289E-01, 1.785078496E-01, 7.156613283E-03
 9.701266289E-01, 1.840361804E-01, 7.156617474E-03
 9.701266289E-01, 1.897357255E-01, 7.156621199E-03
 9.701266289E-01, 1.956117898E-01, 7.156625390E-03
 9.701266289E-01, 2.016698271E-01, 7.156628650E-03
 9.701266289E-01, 2.079154700E-01, 7.156633306E-03
 9.701266289E-01, 2.143545449E-01, 7.156637497E-03
 9.701266289E-01, 2.209930420E-01, 7.156641688E-03
 9.701266289E-01, 2.278371304E-01, 7.156645879E-03
 9.701266289E-01, 2.348931730E-01, 7.156650536E-03
 9.701266289E-01, 2.421677411E-01, 7.156654727E-03
 9.701266289E-01, 2.496675998E-01, 7.156659849E-03
 9.701266289E-01, 2.573997378E-01, 7.156664506E-03
 9.701266289E-01, 2.653713226E-01, 7.156669162E-03
 9.701266289E-01, 2.735897899E-01, 7.156674284E-03
 9.701266289E-01, 2.820627689E-01, 7.156679407E-03
 9.701266289E-01, 2.907981873E-01, 7.156684529E-03
 9.701266289E-01, 2.998040915E-01, 7.156689651E-03
 9.701266289E-01, 3.090889454E-01, 7.156695239E-03
 9.701266289E-01, 3.186613321E-01, 7.156700362E-03
 9.701266289E-01, 3.285301626E-01, 7.156705949E-03
 9.701266289E-01, 3.387046456E-01, 7.156711537E-03
 9.701266289E-01, 3.491942286E-01, 7.156718057E-03
 9.701266289E-01, 3.600086570E-01, 7.156723645E-03
 9.701266289E-01, 3.711580336E-01, 7.156729233E-03
 9.701266289E-01, 3.826526701E-01, 7.156735752E-03
 9.701266289E-01, 3.945032954E-01, 7.156741805E-03
 9.701266289E-01, 4.067209363E-01, 7.156748325E-03
 9.701266289E-01, 4.193169773E-01, 7.156754378E-03
 9.701266289E-01, 4.323030710E-01, 7.156760897E-03
 9.701266289E-01, 4.456913769E-01, 7.156767417E-03
 9.701266289E-01, 4.594942927E-01, 7.156774402E-03
 9.701266289E-01, 4.737246931E-01, 7.156780921E-03
 9.701266289E-01, 4.883958101E-01, 7.156787906E-03
 9.701266289E-01, 5.035212636E-01, 7.156794891E-03
 9.701266289E-01, 5.191151500E-01, 7.156801876E-03
 9.701266289E-01, 5.351920128E-01, 7.156808861E-03
 9.701266289E-01, 5.517667532E-01, 7.156816311E-03
 9.701266289E-01, 5.688547492E-01, 7.156823296E-03
 9.701266289E-01, 5.864720345E-01, 7.156830747E-03
 9.701266289E-01, 6.046348810E-01, 7.156837732E-03
 9.701266289E-01, 6.233602166E-01, 7.156845182E-03
 9.701266289E-01, 6.426655054E-01, 7.156852167E-03
 9.701266289E-01, 6.625686884E-01, 7.156859618E-03
 9.701266289E-01, 6.830881834E-01, 7.156866603E-03
 9.701266289E-01, 7.042432427E-01, 7.156874053E-03
 9.701266289E-01, 7.260534167E-01, 7.156881038E-03
 9.701266289E-01, 7.485390902E-01, 7.156888489E-03
 9.701266289E-01, 7.717211246E-01, 7.156895474E-03
 9.701266289E-01, 7.956210375E-01, 7.156901993E-03
 9.701266289E-01, 8.202611804E-01, 7.156908978E-03
 9.701266289E-01, 8.456644416E-01, 7.156915497E-03
 9.701266289E-01, 8.718544245E-01, 7.156922016E-03
 9.701266289E-01, 8.988554478E-01, 7.156927604E-03
 9.701266289E-01, 9.266927242E-01, 7.156933192E-03
 9.701266289E-01, 9.553921223E-01, 7.156935055E-03
 9.701266289E-01, 9.849802852E-01, 7.156932261E-03
