# u+ vs. y+ at Re-theta = 10000, from Coles velocity law
# along with van Driest damping near wall
# (see Bardina et al, NASA TM 110446, April 1997)
yp,up
0.3280134015991918E+03,   0.1918754182847304E+02
0.3300134833162600E+03,   0.1920307471899397E+02
0.3320135650333282E+03,   0.1921852218412116E+02
0.3340136467503965E+03,   0.1923388529770702E+02
0.3360137284674647E+03,   0.1924916511431574E+02
0.3380138101845330E+03,   0.1926436266968087E+02
0.3400138919016012E+03,   0.1927947898114941E+02
0.3420139736186695E+03,   0.1929451504811286E+02
0.3440140553357377E+03,   0.1930947185242568E+02
0.3460141370528059E+03,   0.1932435035881169E+02
0.3480142187698742E+03,   0.1933915151525869E+02
0.3500143004869424E+03,   0.1935387625340179E+02
0.3520143822040107E+03,   0.1936852548889585E+02
0.3540144639210789E+03,   0.1938310012177734E+02
0.3560145456381472E+03,   0.1939760103681600E+02
0.3580146273552154E+03,   0.1941202910385666E+02
0.3600147090722837E+03,   0.1942638517815158E+02
0.3620147907893519E+03,   0.1944067010068350E+02
0.3640148725064201E+03,   0.1945488469847988E+02
0.3660149542234884E+03,   0.1946902978491843E+02
0.3680150359405566E+03,   0.1948310616002443E+02
0.3700151176576248E+03,   0.1949711461075990E+02
0.3720151993746931E+03,   0.1951105591130504E+02
0.3740152810917613E+03,   0.1952493082333204E+02
0.3760153628088296E+03,   0.1953874009627173E+02
0.3780154445258978E+03,   0.1955248446757298E+02
0.3800155262429661E+03,   0.1956616466295543E+02
0.3820156079600343E+03,   0.1957978139665542E+02
0.3840156896771026E+03,   0.1959333537166567E+02
0.3860157713941708E+03,   0.1960682727996858E+02
0.3880158531112390E+03,   0.1962025780276360E+02
0.3900159348283073E+03,   0.1963362761068874E+02
0.3920160165453755E+03,   0.1964693736403636E+02
0.3940160982624438E+03,   0.1966018771296353E+02
0.3960161799795120E+03,   0.1967337929769704E+02
0.3980162616965803E+03,   0.1968651274873329E+02
0.4000163434136485E+03,   0.1969958868703304E+02
0.4020164251307168E+03,   0.1971260772421149E+02
0.4040165068477850E+03,   0.1972557046272348E+02
0.4060165885648532E+03,   0.1973847749604424E+02
0.4080166702819214E+03,   0.1975132940884557E+02
0.4100167519989897E+03,   0.1976412677716788E+02
0.4120168337160579E+03,   0.1977687016858787E+02
0.4140169154331262E+03,   0.1978956014238229E+02
0.4160169971501944E+03,   0.1980219724968764E+02
0.4180170788672627E+03,   0.1981478203365615E+02
0.4200171605843309E+03,   0.1982731502960795E+02
0.4220172423013992E+03,   0.1983979676517967E+02
0.4240173240184674E+03,   0.1985222776046952E+02
0.4260174057355356E+03,   0.1986460852817895E+02
0.4280174874526039E+03,   0.1987693957375098E+02
0.4300175691696721E+03,   0.1988922139550534E+02
0.4320176508867404E+03,   0.1990145448477047E+02
0.4340177326038086E+03,   0.1991363932601242E+02
0.4360178143208769E+03,   0.1992577639696086E+02
0.4380178960379451E+03,   0.1993786616873213E+02
0.4400179777550134E+03,   0.1994990910594959E+02
0.4420180594720816E+03,   0.1996190566686112E+02
0.4440181411891498E+03,   0.1997385630345408E+02
0.4460182229062181E+03,   0.1998576146156757E+02
0.4480183046232863E+03,   0.1999762158100233E+02
0.4500183863403545E+03,   0.2000943709562801E+02
0.4520184680574228E+03,   0.2002120843348825E+02
0.4540185497744910E+03,   0.2003293601690327E+02
0.4560186314915593E+03,   0.2004462026257035E+02
0.4580187132086275E+03,   0.2005626158166199E+02
0.4600187949256958E+03,   0.2006786037992203E+02
0.4620188766427640E+03,   0.2007941705775962E+02
0.4640189583598323E+03,   0.2009093201034119E+02
0.4660190400769005E+03,   0.2010240562768043E+02
0.4680191217939687E+03,   0.2011383829472635E+02
0.4700192035110370E+03,   0.2012523039144948E+02
0.4720192852281052E+03,   0.2013658229292620E+02
0.4740193669451735E+03,   0.2014789436942131E+02
0.4760194486622417E+03,   0.2015916698646887E+02
0.4780195303793100E+03,   0.2017040050495134E+02
0.4800196120963782E+03,   0.2018159528117705E+02
0.4820196938134465E+03,   0.2019275166695610E+02
0.4840197755305147E+03,   0.2020387000967463E+02
0.4860198572475829E+03,   0.2021495065236761E+02
0.4880199389646511E+03,   0.2022599393379011E+02
0.4900200206817194E+03,   0.2023700018848716E+02
0.4920201023987876E+03,   0.2024796974686208E+02
0.4940201841158559E+03,   0.2025890293524353E+02
0.4960202658329241E+03,   0.2026980007595118E+02
0.4980203475499924E+03,   0.2028066148736002E+02
0.5000204292670606E+03,   0.2029148748396343E+02
0.5020205109841289E+03,   0.2030227837643494E+02
0.5040205927011971E+03,   0.2031303447168883E+02
0.5060206744182653E+03,   0.2032375607293946E+02
0.5080207561353336E+03,   0.2033444347975950E+02
0.5100208378524018E+03,   0.2034509698813691E+02
0.5120209195694700E+03,   0.2035571689053096E+02
0.5140210012865383E+03,   0.2036630347592700E+02
0.5160210830036066E+03,   0.2037685702989031E+02
0.5180211647206748E+03,   0.2038737783461874E+02
0.5200212464377430E+03,   0.2039786616899453E+02
0.5220213281548113E+03,   0.2040832230863499E+02
0.5240214098718795E+03,   0.2041874652594226E+02
0.5260214915889478E+03,   0.2042913909015214E+02
0.5280215733060160E+03,   0.2043950026738197E+02
0.5300216550230842E+03,   0.2044983032067758E+02
0.5320217367401525E+03,   0.2046012951005947E+02
0.5340218184572208E+03,   0.2047039809256795E+02
0.5360219001742889E+03,   0.2048063632230757E+02
0.5380219818913572E+03,   0.2049084445049069E+02
0.5400220636084255E+03,   0.2050102272548021E+02
0.5420221453254937E+03,   0.2051117139283154E+02
0.5440222270425620E+03,   0.2052129069533381E+02
0.5460223087596302E+03,   0.2053138087305027E+02
0.5480223904766984E+03,   0.2054144216335801E+02
0.5500224721937667E+03,   0.2055147480098695E+02
0.5520225539108350E+03,   0.2056147901805803E+02
0.5540226356279031E+03,   0.2057145504412089E+02
0.5560227173449714E+03,   0.2058140310619070E+02
0.5580227990620397E+03,   0.2059132342878440E+02
0.5600228807791079E+03,   0.2060121623395630E+02
0.5620229624961761E+03,   0.2061108174133304E+02
0.5640230442132444E+03,   0.2062092016814792E+02
0.5660231259303126E+03,   0.2063073172927459E+02
0.5680232076473809E+03,   0.2064051663726026E+02
0.5700232893644491E+03,   0.2065027510235815E+02
0.5720233710815173E+03,   0.2066000733255954E+02
0.5740234527985856E+03,   0.2066971353362517E+02
0.5760235345156539E+03,   0.2067939390911611E+02
0.5780236162327221E+03,   0.2068904866042412E+02
0.5800236979497903E+03,   0.2069867798680143E+02
0.5820237796668586E+03,   0.2070828208539007E+02
0.5840238613839268E+03,   0.2071786115125066E+02
0.5860239431009951E+03,   0.2072741537739075E+02
0.5880240248180633E+03,   0.2073694495479258E+02
0.5900241065351315E+03,   0.2074645007244052E+02
0.5920241882521998E+03,   0.2075593091734789E+02
0.5940242699692681E+03,   0.2076538767458344E+02
0.5960243516863362E+03,   0.2077482052729732E+02
0.5980244334034045E+03,   0.2078422965674665E+02
0.6000245151204728E+03,   0.2079361524232068E+02
0.6020245968375410E+03,   0.2080297746156547E+02
0.6040246785546092E+03,   0.2081231649020817E+02
0.6060247602716775E+03,   0.2082163250218101E+02
0.6080248419887457E+03,   0.2083092566964475E+02
0.6100249237058140E+03,   0.2084019616301178E+02
0.6120250054228821E+03,   0.2084944415096895E+02
0.6140250871399504E+03,   0.2085866980049986E+02
0.6160251688570187E+03,   0.2086787327690693E+02
0.6180252505740870E+03,   0.2087705474383304E+02
0.6200253322911552E+03,   0.2088621436328282E+02
0.6220254140082234E+03,   0.2089535229564362E+02
0.6240254957252916E+03,   0.2090446869970616E+02
0.6260255774423599E+03,   0.2091356373268479E+02
0.6280256591594282E+03,   0.2092263755023751E+02
0.6300257408764963E+03,   0.2093169030648557E+02
0.6320258225935646E+03,   0.2094072215403285E+02
0.6340259043106329E+03,   0.2094973324398492E+02
0.6360259860277012E+03,   0.2095872372596773E+02
0.6380260677447693E+03,   0.2096769374814608E+02
0.6400261494618376E+03,   0.2097664345724179E+02
0.6420262311789058E+03,   0.2098557299855157E+02
0.6440263128959741E+03,   0.2099448251596459E+02
0.6460263946130423E+03,   0.2100337215197985E+02
0.6480264763301105E+03,   0.2101224204772319E+02
0.6500265580471788E+03,   0.2102109234296413E+02
0.6520266397642471E+03,   0.2102992317613237E+02
0.6540267214813152E+03,   0.2103873468433407E+02
0.6560268031983835E+03,   0.2104752700336795E+02
0.6580268849154518E+03,   0.2105630026774099E+02
0.6600269666325200E+03,   0.2106505461068406E+02
0.6620270483495883E+03,   0.2107379016416717E+02
0.6640271300666565E+03,   0.2108250705891462E+02
0.6660272117837247E+03,   0.2109120542441982E+02
0.6680272935007930E+03,   0.2109988538895993E+02
0.6700273752178613E+03,   0.2110854707961030E+02
0.6720274569349294E+03,   0.2111719062225866E+02
0.6740275386519977E+03,   0.2112581614161910E+02
0.6760276203690660E+03,   0.2113442376124587E+02
0.6780277020861342E+03,   0.2114301360354699E+02
0.6800277838032024E+03,   0.2115158578979757E+02
0.6820278655202707E+03,   0.2116014044015305E+02
0.6840279472373389E+03,   0.2116867767366219E+02
0.6860280289544072E+03,   0.2117719760827982E+02
0.6880281106714754E+03,   0.2118570036087955E+02
0.6900281923885436E+03,   0.2119418604726612E+02
0.6920282741056119E+03,   0.2120265478218770E+02
0.6940283558226802E+03,   0.2121110667934797E+02
0.6960284375397484E+03,   0.2121954185141799E+02
0.6980285192568166E+03,   0.2122796041004799E+02
0.7000286009738849E+03,   0.2123636246587889E+02
0.7020286826909531E+03,   0.2124474812855373E+02
0.7040287644080214E+03,   0.2125311750672889E+02
0.7060288461250896E+03,   0.2126147070808519E+02
0.7080289278421578E+03,   0.2126980783933881E+02
0.7100290095592261E+03,   0.2127812900625205E+02
0.7120290912762944E+03,   0.2128643431364398E+02
0.7140291729933625E+03,   0.2129472386540086E+02
0.7160292547104308E+03,   0.2130299776448652E+02
0.7180293364274991E+03,   0.2131125611295250E+02
0.7200294181445673E+03,   0.2131949901194812E+02
0.7220294998616355E+03,   0.2132772656173036E+02
0.7240295815787038E+03,   0.2133593886167363E+02
0.7260296632957720E+03,   0.2134413601027940E+02
0.7280297450128403E+03,   0.2135231810518571E+02
0.7300298267299085E+03,   0.2136048524317651E+02
0.7320299084469767E+03,   0.2136863752019094E+02
0.7340299901640450E+03,   0.2137677503133240E+02
0.7360300718811133E+03,   0.2138489787087756E+02
0.7380301535981815E+03,   0.2139300613228524E+02
0.7400302353152497E+03,   0.2140109990820514E+02
0.7420303170323180E+03,   0.2140917929048647E+02
0.7440303987493862E+03,   0.2141724437018650E+02
0.7460304804664545E+03,   0.2142529523757890E+02
0.7480305621835226E+03,   0.2143333198216209E+02
0.7500306439005909E+03,   0.2144135469266738E+02
0.7520307256176592E+03,   0.2144936345706703E+02
0.7540308073347275E+03,   0.2145735836258227E+02
0.7560308890517956E+03,   0.2146533949569109E+02
0.7580309707688639E+03,   0.2147330694213604E+02
0.7600310524859322E+03,   0.2148126078693185E+02
0.7620311342030004E+03,   0.2148920111437303E+02
0.7640312159200686E+03,   0.2149712800804125E+02
0.7660312976371368E+03,   0.2150504155081276E+02
0.7680313793542051E+03,   0.2151294182486562E+02
0.7700314610712734E+03,   0.2152082891168688E+02
0.7720315427883417E+03,   0.2152870289207963E+02
0.7740316245054098E+03,   0.2153656384617001E+02
0.7760317062224781E+03,   0.2154441185341408E+02
0.7780317879395463E+03,   0.2155224699260464E+02
0.7800318696566146E+03,   0.2156006934187794E+02
0.7820319513736828E+03,   0.2156787897872031E+02
0.7840320330907510E+03,   0.2157567597997470E+02
0.7860321148078193E+03,   0.2158346042184716E+02
0.7880321965248876E+03,   0.2159123237991319E+02
0.7900322782419557E+03,   0.2159899192912410E+02
0.7920323599590240E+03,   0.2160673914381316E+02
0.7940324416760923E+03,   0.2161447409770179E+02
0.7960325233931605E+03,   0.2162219686390561E+02
0.7980326051102287E+03,   0.2162990751494043E+02
0.8000326868272970E+03,   0.2163760612272818E+02
0.8020327685443652E+03,   0.2164529275860273E+02
0.8040328502614335E+03,   0.2165296749331565E+02
0.8060329319785017E+03,   0.2166063039704198E+02
0.8080330136955699E+03,   0.2166828153938575E+02
0.8100330954126382E+03,   0.2167592098938562E+02
0.8120331771297065E+03,   0.2168354881552034E+02
0.8140332588467747E+03,   0.2169116508571418E+02
0.8160333405638429E+03,   0.2169876986734226E+02
0.8180334222809112E+03,   0.2170636322723589E+02
0.8200335039979794E+03,   0.2171394523168777E+02
0.8220335857150477E+03,   0.2172151594645712E+02
0.8240336674321159E+03,   0.2172907543677485E+02
0.8260337491491841E+03,   0.2173662376734854E+02
0.8280338308662524E+03,   0.2174416100236746E+02
0.8300339125833207E+03,   0.2175168720550745E+02
0.8320339943003888E+03,   0.2175920243993581E+02
0.8340340760174571E+03,   0.2176670676831609E+02
0.8360341577345254E+03,   0.2177420025281286E+02
0.8380342394515936E+03,   0.2178168295509632E+02
0.8400343211686618E+03,   0.2178915493634703E+02
0.8420344028857301E+03,   0.2179661625726044E+02
0.8440344846027983E+03,   0.2180406697805138E+02
0.8460345663198666E+03,   0.2181150715845862E+02
0.8480346480369349E+03,   0.2181893685774920E+02
0.8500347297540030E+03,   0.2182635613472284E+02
0.8520348114710713E+03,   0.2183376504771623E+02
0.8540348931881396E+03,   0.2184116365460735E+02
0.8560349749052078E+03,   0.2184855201281960E+02
0.8580350566222760E+03,   0.2185593017932602E+02
0.8600351383393443E+03,   0.2186329821065342E+02
0.8620352200564125E+03,   0.2187065616288641E+02
0.8640353017734808E+03,   0.2187800409167144E+02
0.8660353834905490E+03,   0.2188534205222077E+02
0.8680354652076172E+03,   0.2189267009931643E+02
0.8700355469246855E+03,   0.2189998828731406E+02
0.8720356286417538E+03,   0.2190729667014680E+02
0.8740357103588219E+03,   0.2191459530132905E+02
0.8760357920758902E+03,   0.2192188423396023E+02
0.8780358737929585E+03,   0.2192916352072853E+02
0.8800359555100267E+03,   0.2193643321391452E+02
0.8820360372270949E+03,   0.2194369336539483E+02
0.8840361189441631E+03,   0.2195094402664570E+02
0.8860362006612314E+03,   0.2195818524874657E+02
0.8880362823782997E+03,   0.2196541708238355E+02
0.8900363640953680E+03,   0.2197263957785290E+02
0.8920364458124361E+03,   0.2197985278506447E+02
0.8940365275295044E+03,   0.2198705675354507E+02
0.8960366092465727E+03,   0.2199425153244186E+02
0.8980366909636409E+03,   0.2200143717052562E+02
0.9000367726807091E+03,   0.2200861371619408E+02
0.9020368543977773E+03,   0.2201578121747513E+02
0.9040369361148456E+03,   0.2202293972203003E+02
0.9060370178319139E+03,   0.2203008927715661E+02
0.9080370995489820E+03,   0.2203722992979235E+02
0.9100371812660503E+03,   0.2204436172651759E+02
0.9120372629831186E+03,   0.2205148471355847E+02
0.9140373447001868E+03,   0.2205859893679006E+02
0.9160374264172550E+03,   0.2206570444173934E+02
0.9180375081343233E+03,   0.2207280127358817E+02
0.9200375898513915E+03,   0.2207988947717620E+02
0.9220376715684598E+03,   0.2208696909700382E+02
0.9240377532855281E+03,   0.2209404017723504E+02
0.9260378350025962E+03,   0.2210110276170028E+02
0.9280379167196645E+03,   0.2210815689389925E+02
0.9300379984367328E+03,   0.2211520261700369E+02
0.9320380801538010E+03,   0.2212223997386014E+02
0.9340381618708692E+03,   0.2212926900699268E+02
0.9360382435879375E+03,   0.2213628975860560E+02
0.9380383253050057E+03,   0.2214330227058611E+02
0.9400384070220740E+03,   0.2215030658450693E+02
0.9420384887391422E+03,   0.2215730274162891E+02
0.9440385704562104E+03,   0.2216429078290368E+02
0.9460386521732787E+03,   0.2217127074897612E+02
0.9480387338903470E+03,   0.2217824268018695E+02
0.9500388156074151E+03,   0.2218520661657520E+02
0.9520388973244834E+03,   0.2219216259788073E+02
0.9540389790415517E+03,   0.2219911066354661E+02
0.9560390607586199E+03,   0.2220605085272165E+02
0.9580391424756881E+03,   0.2221298320426270E+02
0.9600392241927564E+03,   0.2221990775673711E+02
0.9620393059098246E+03,   0.2222682454842503E+02
0.9640393876268929E+03,   0.2223373361732175E+02
0.9660394693439612E+03,   0.2224063500114001E+02
0.9680395510610293E+03,   0.2224752873731231E+02
0.9700396327780976E+03,   0.2225441486299310E+02
0.9720397144951659E+03,   0.2226129341506109E+02
0.9740397962122341E+03,   0.2226816443012140E+02
0.9760398779293023E+03,   0.2227502794450778E+02
0.9780399596463706E+03,   0.2228188399428480E+02
0.9800400413634388E+03,   0.2228873261524994E+02
0.9820401230805071E+03,   0.2229557384293576E+02
0.9840402047975753E+03,   0.2230240771261197E+02
0.9860402865146435E+03,   0.2230923425928755E+02
0.9880403682317118E+03,   0.2231605351771277E+02
0.9900404499487801E+03,   0.2232286552238127E+02
0.9920405316658482E+03,   0.2232967030753202E+02
0.9940406133829165E+03,   0.2233646790715139E+02
0.9960406950999848E+03,   0.2234325835497510E+02
0.9980407768170530E+03,   0.2235004168449015E+02
0.1000040858534121E+04,   0.2235681792893682E+02
0.1002040940251189E+04,   0.2236358712131053E+02
0.1004041021968258E+04,   0.2237034929436379E+02
0.1006041103685326E+04,   0.2237710448060806E+02
0.1008041185402394E+04,   0.2238385271231562E+02
0.1010041267119462E+04,   0.2239059402152143E+02
0.1012041348836531E+04,   0.2239732844002493E+02
0.1014041430553599E+04,   0.2240405599939188E+02
0.1016041512270667E+04,   0.2241077673095614E+02
0.1018041593987735E+04,   0.2241749066582144E+02
0.1020041675704804E+04,   0.2242419783486317E+02
0.1022041757421872E+04,   0.2243089826873008E+02
0.1024041839138940E+04,   0.2243759199784602E+02
0.1026041920856008E+04,   0.2244427905241168E+02
0.1028042002573077E+04,   0.2245095946240623E+02
0.1030042084290145E+04,   0.2245763325758903E+02
0.1032042166007213E+04,   0.2246430046750128E+02
0.1034042247724281E+04,   0.2247096112146768E+02
0.1036042329441350E+04,   0.2247761524859801E+02
0.1038042411158418E+04,   0.2248426287778882E+02
0.1040042492875486E+04,   0.2249090403772496E+02
0.1042042574592554E+04,   0.2249753875688118E+02
0.1044042656309623E+04,   0.2250416706352372E+02
0.1046042738026691E+04,   0.2251078898571185E+02
0.1048042819743759E+04,   0.2251740455129939E+02
0.1050042901460827E+04,   0.2252401378793626E+02
0.1052042983177896E+04,   0.2253061672306998E+02
0.1054043064894964E+04,   0.2253721338394716E+02
0.1056043146612032E+04,   0.2254380379761499E+02
0.1058043228329100E+04,   0.2255038799092269E+02
0.1060043310046168E+04,   0.2255696599052301E+02
0.1062043391763237E+04,   0.2256353782287359E+02
0.1064043473480305E+04,   0.2257010351423848E+02
0.1066043555197373E+04,   0.2257666309068948E+02
0.1068043636914442E+04,   0.2258321657810758E+02
0.1070043718631510E+04,   0.2258976400218435E+02
0.1072043800348578E+04,   0.2259630538842327E+02
0.1074043882065646E+04,   0.2260284076214118E+02
0.1076043963782714E+04,   0.2260937014846951E+02
0.1078044045499783E+04,   0.2261589357235574E+02
0.1080044127216851E+04,   0.2262241105856464E+02
0.1082044208933919E+04,   0.2262892263167963E+02
0.1084044290650987E+04,   0.2263542831610405E+02
0.1086044372368056E+04,   0.2264192813606249E+02
0.1088044454085124E+04,   0.2264842211560201E+02
0.1090044535802192E+04,   0.2265491027859347E+02
0.1092044617519260E+04,   0.2266139264873275E+02
0.1094044699236329E+04,   0.2266786924954199E+02
0.1096044780953397E+04,   0.2267434010437084E+02
0.1098044862670465E+04,   0.2268080523639770E+02
0.1100044944387533E+04,   0.2268726466863085E+02
0.1102045026104602E+04,   0.2269371842390977E+02
0.1104045107821670E+04,   0.2270016652490623E+02
0.1106045189538738E+04,   0.2270660899412552E+02
0.1108045271255806E+04,   0.2271304585390760E+02
0.1110045352972875E+04,   0.2271947712642826E+02
0.1112045434689943E+04,   0.2272590283370029E+02
0.1114045516407011E+04,   0.2273232299757457E+02
0.1116045598124079E+04,   0.2273873763974126E+02
0.1118045679841148E+04,   0.2274514678173087E+02
0.1120045761558216E+04,   0.2275155044491538E+02
0.1122045843275284E+04,   0.2275794865050934E+02
0.1124045924992352E+04,   0.2276434141957100E+02
0.1126046006709420E+04,   0.2277072877300330E+02
0.1128046088426489E+04,   0.2277711073155503E+02
0.1130046170143557E+04,   0.2278348731582184E+02
0.1132046251860625E+04,   0.2278985854624730E+02
0.1134046333577694E+04,   0.2279622444312397E+02
0.1136046415294762E+04,   0.2280258502659439E+02
0.1138046497011830E+04,   0.2280894031665213E+02
0.1140046578728898E+04,   0.2281529033314283E+02
0.1142046660445966E+04,   0.2282163509576515E+02
0.1144046742163035E+04,   0.2282797462407181E+02
0.1146046823880103E+04,   0.2283430893747058E+02
0.1148046905597171E+04,   0.2284063805522524E+02
0.1150046987314239E+04,   0.2284696199645658E+02
0.1152047069031308E+04,   0.2285328078014335E+02
0.1154047150748376E+04,   0.2285959442512320E+02
0.1156047232465444E+04,   0.2286590295009368E+02
0.1158047314182512E+04,   0.2287220637361311E+02
0.1160047395899581E+04,   0.2287850471410160E+02
0.1162047477616649E+04,   0.2288479798984190E+02
0.1164047559333717E+04,   0.2289108621898034E+02
0.1166047641050785E+04,   0.2289736941952776E+02
0.1168047722767854E+04,   0.2290364760936040E+02
0.1170047804484922E+04,   0.2290992080622079E+02
0.1172047886201990E+04,   0.2291618902771864E+02
0.1174047967919058E+04,   0.2292245229133173E+02
0.1176048049636127E+04,   0.2292871061440675E+02
0.1178048131353195E+04,   0.2293496401416022E+02
0.1180048213070263E+04,   0.2294121250767931E+02
0.1182048294787331E+04,   0.2294745611192268E+02
0.1184048376504400E+04,   0.2295369484372137E+02
0.1186048458221468E+04,   0.2295992871977961E+02
0.1188048539938536E+04,   0.2296615775667564E+02
0.1190048621655604E+04,   0.2297238197086255E+02
0.1192048703372672E+04,   0.2297860137866910E+02
0.1194048785089741E+04,   0.2298481599630053E+02
0.1196048866806809E+04,   0.2299102583983934E+02
0.1198048948523877E+04,   0.2299723092524613E+02
0.1200049030240946E+04,   0.2300343126836035E+02
0.1202049111958014E+04,   0.2300962688490111E+02
0.1204049193675082E+04,   0.2301581779046795E+02
0.1206049275392150E+04,   0.2302200400054160E+02
0.1208049357109218E+04,   0.2302818553048479E+02
0.1210049438826287E+04,   0.2303436239554296E+02
0.1212049520543355E+04,   0.2304053461084502E+02
0.1214049602260423E+04,   0.2304670219140413E+02
0.1216049683977491E+04,   0.2305286515211841E+02
0.1218049765694560E+04,   0.2305902350777170E+02
0.1220049847411628E+04,   0.2306517727303427E+02
0.1222049929128696E+04,   0.2307132646246356E+02
0.1224050010845764E+04,   0.2307747109050487E+02
0.1226050092562833E+04,   0.2308361117149212E+02
0.1228050174279901E+04,   0.2308974671964852E+02
0.1230050255996969E+04,   0.2309587774908728E+02
0.1232050337714037E+04,   0.2310200427381233E+02
0.1234050419431106E+04,   0.2310812630771894E+02
0.1236050501148174E+04,   0.2311424386459453E+02
0.1238050582865242E+04,   0.2312035695811921E+02
0.1240050664582310E+04,   0.2312646560186655E+02
0.1242050746299378E+04,   0.2313256980930422E+02
0.1244050828016447E+04,   0.2313866959379466E+02
0.1246050909733515E+04,   0.2314476496859572E+02
0.1248050991450583E+04,   0.2315085594686133E+02
0.1250051073167652E+04,   0.2315694254164216E+02
0.1252051154884720E+04,   0.2316302476588624E+02
0.1254051236601788E+04,   0.2316910263243962E+02
0.1256051318318856E+04,   0.2317517615404698E+02
0.1258051400035924E+04,   0.2318124534335230E+02
0.1260051481752993E+04,   0.2318731021289944E+02
0.1262051563470061E+04,   0.2319337077513278E+02
0.1264051645187129E+04,   0.2319942704239784E+02
0.1266051726904197E+04,   0.2320547902694190E+02
0.1268051808621266E+04,   0.2321152674091456E+02
0.1270051890338334E+04,   0.2321757019636840E+02
0.1272051972055402E+04,   0.2322360940525953E+02
0.1274052053772471E+04,   0.2322964437944822E+02
0.1276052135489539E+04,   0.2323567513069947E+02
0.1278052217206607E+04,   0.2324170167068356E+02
0.1280052298923675E+04,   0.2324772401097672E+02
0.1282052380640743E+04,   0.2325374216306160E+02
0.1284052462357812E+04,   0.2325975613832790E+02
0.1286052544074880E+04,   0.2326576594807294E+02
0.1288052625791948E+04,   0.2327177160350218E+02
0.1290052707509016E+04,   0.2327777311572985E+02
0.1292052789226085E+04,   0.2328377049577940E+02
0.1294052870943153E+04,   0.2328976375458416E+02
0.1296052952660221E+04,   0.2329575290298781E+02
0.1298053034377289E+04,   0.2330173795174493E+02
0.1300053116094358E+04,   0.2330771891152159E+02
0.1302053197811426E+04,   0.2331369579289581E+02
0.1304053279528494E+04,   0.2331966860635817E+02
0.1306053361245562E+04,   0.2332563736231226E+02
0.1308053442962630E+04,   0.2333160207107524E+02
0.1310053524679699E+04,   0.2333756274287837E+02
0.1312053606396767E+04,   0.2334351938786749E+02
0.1314053688113835E+04,   0.2334947201610355E+02
0.1316053769830904E+04,   0.2335542063756315E+02
0.1318053851547972E+04,   0.2336136526213896E+02
0.1320053933265040E+04,   0.2336730589964031E+02
0.1322054014982108E+04,   0.2337324255979362E+02
0.1324054096699177E+04,   0.2337917525224296E+02
0.1326054178416245E+04,   0.2338510398655043E+02
0.1328054260133313E+04,   0.2339102877219679E+02
0.1330054341850381E+04,   0.2339694961858181E+02
0.1332054423567449E+04,   0.2340286653502485E+02
0.1334054505284518E+04,   0.2340877953076525E+02
0.1336054587001586E+04,   0.2341468861496288E+02
0.1338054668718654E+04,   0.2342059379669856E+02
0.1340054750435723E+04,   0.2342649508497453E+02
0.1342054832152791E+04,   0.2343239248871491E+02
0.1344054913869859E+04,   0.2343828601676621E+02
0.1346054995586927E+04,   0.2344417567789770E+02
0.1348055077303995E+04,   0.2345006148080195E+02
0.1350055159021064E+04,   0.2345594343409519E+02
0.1352055240738132E+04,   0.2346182154631785E+02
0.1354055322455200E+04,   0.2346769582593493E+02
0.1356055404172268E+04,   0.2347356628133647E+02
0.1358055485889337E+04,   0.2347943292083798E+02
0.1360055567606405E+04,   0.2348529575268089E+02
0.1362055649323473E+04,   0.2349115478503296E+02
0.1364055731040541E+04,   0.2349701002598872E+02
0.1366055812757610E+04,   0.2350286148356989E+02
0.1368055894474678E+04,   0.2350870916572581E+02
0.1370055976191746E+04,   0.2351455308033385E+02
0.1372056057908814E+04,   0.2352039323519983E+02
0.1374056139625883E+04,   0.2352622963805841E+02
0.1376056221342951E+04,   0.2353206229657358E+02
0.1378056303060019E+04,   0.2353789121833895E+02
0.1380056384777087E+04,   0.2354371641087827E+02
0.1382056466494156E+04,   0.2354953788164574E+02
0.1384056548211224E+04,   0.2355535563802648E+02
0.1386056629928292E+04,   0.2356116968733686E+02
0.1388056711645360E+04,   0.2356698003682498E+02
0.1390056793362429E+04,   0.2357278669367097E+02
0.1392056875079497E+04,   0.2357858966498744E+02
0.1394056956796565E+04,   0.2358438895781986E+02
0.1396057038513633E+04,   0.2359018457914690E+02
0.1398057120230701E+04,   0.2359597653588088E+02
0.1400057201947770E+04,   0.2360176483486808E+02
0.1402057283664838E+04,   0.2360754948288918E+02
0.1404057365381906E+04,   0.2361333048665957E+02
0.1406057447098975E+04,   0.2361910785282978E+02
0.1408057528816043E+04,   0.2362488158798581E+02
0.1410057610533111E+04,   0.2363065169864952E+02
0.1412057692250179E+04,   0.2363641819127897E+02
0.1414057773967247E+04,   0.2364218107226879E+02
0.1416057855684316E+04,   0.2364794034795057E+02
0.1418057937401384E+04,   0.2365369602459317E+02
0.1420058019118452E+04,   0.2365944810840309E+02
0.1422058100835520E+04,   0.2366519660552487E+02
0.1424058182552589E+04,   0.2367094152204133E+02
0.1426058264269657E+04,   0.2367668286397404E+02
0.1428058345986725E+04,   0.2368242063728358E+02
0.1430058427703793E+04,   0.2368815484786995E+02
0.1432058509420862E+04,   0.2369388550157284E+02
0.1434058591137930E+04,   0.2369961260417202E+02
0.1436058672854998E+04,   0.2370533616138765E+02
0.1438058754572066E+04,   0.2371105617888063E+02
0.1440058836289135E+04,   0.2371677266225295E+02
