# u+ vs. y+ at Re-theta = 10000, from Coles velocity law
# along with van Driest damping near wall
# (see Bardina et al, NASA TM 110446, April 1997)
yp,up
0.5570227582035055E+02,   0.1475374349221721E+02
0.5580227990620396E+02,   0.1475850989821489E+02
0.5590228399205738E+02,   0.1476326583242547E+02
0.5600228807791079E+02,   0.1476801134196469E+02
0.5610229216376420E+02,   0.1477274647364291E+02
0.5620229624961761E+02,   0.1477747127396763E+02
0.5630230033547102E+02,   0.1478218578914580E+02
0.5640230442132444E+02,   0.1478689006508661E+02
0.5650230850717785E+02,   0.1479158414740373E+02
0.5660231259303126E+02,   0.1479626808141783E+02
0.5670231667888467E+02,   0.1480094191215875E+02
0.5680232076473808E+02,   0.1480560568436822E+02
0.5690232485059150E+02,   0.1481025944250211E+02
0.5700232893644491E+02,   0.1481490323073264E+02
0.5710233302229832E+02,   0.1481953709295062E+02
0.5720233710815174E+02,   0.1482416107276824E+02
0.5730234119400514E+02,   0.1482877521352053E+02
0.5740234527985856E+02,   0.1483337955826843E+02
0.5750234936571197E+02,   0.1483797414980023E+02
0.5760235345156539E+02,   0.1484255903063457E+02
0.5770235753741880E+02,   0.1484713424302186E+02
0.5780236162327220E+02,   0.1485169982894679E+02
0.5790236570912562E+02,   0.1485625583013076E+02
0.5800236979497903E+02,   0.1486080228803366E+02
0.5810237388083245E+02,   0.1486533924385579E+02
0.5820237796668586E+02,   0.1486986673854014E+02
0.5830238205253927E+02,   0.1487438481277473E+02
0.5840238613839268E+02,   0.1487889350699393E+02
0.5850239022424609E+02,   0.1488339286138109E+02
0.5860239431009951E+02,   0.1488788291587042E+02
0.5870239839595292E+02,   0.1489236371014878E+02
0.5880240248180633E+02,   0.1489683528365769E+02
0.5890240656765974E+02,   0.1490129767559537E+02
0.5900241065351315E+02,   0.1490575092491875E+02
0.5910241473936657E+02,   0.1491019507034506E+02
0.5920241882521998E+02,   0.1491463015035385E+02
0.5930242291107339E+02,   0.1491905620318898E+02
0.5940242699692680E+02,   0.1492347326686027E+02
0.5950243108278021E+02,   0.1492788137914555E+02
0.5960243516863363E+02,   0.1493228057759229E+02
0.5970243925448704E+02,   0.1493667089951945E+02
0.5980244334034045E+02,   0.1494105238201927E+02
0.5990244742619386E+02,   0.1494542506195909E+02
0.6000245151204727E+02,   0.1494978897598286E+02
0.6010245559790069E+02,   0.1495414416051320E+02
0.6020245968375410E+02,   0.1495849065175285E+02
0.6030246376960751E+02,   0.1496282848568626E+02
0.6040246785546092E+02,   0.1496715769808199E+02
0.6050247194131433E+02,   0.1497147832449365E+02
0.6060247602716775E+02,   0.1497579040026164E+02
0.6070248011302116E+02,   0.1498009396051508E+02
0.6080248419887457E+02,   0.1498438904017314E+02
0.6090248828472799E+02,   0.1498867567394665E+02
0.6100249237058139E+02,   0.1499295389634005E+02
0.6110249645643481E+02,   0.1499722374165264E+02
0.6120250054228822E+02,   0.1500148524398002E+02
0.6130250462814163E+02,   0.1500573843721603E+02
0.6140250871399505E+02,   0.1500998335505395E+02
0.6150251279984845E+02,   0.1501422003098821E+02
0.6160251688570187E+02,   0.1501844849831593E+02
0.6170252097155528E+02,   0.1502266879013812E+02
0.6180252505740869E+02,   0.1502688093936129E+02
0.6190252914326211E+02,   0.1503108497869942E+02
0.6200253322911551E+02,   0.1503528094067443E+02
0.6210253731496893E+02,   0.1503946885761830E+02
0.6220254140082234E+02,   0.1504364876167454E+02
0.6230254548667575E+02,   0.1504782068479917E+02
0.6240254957252917E+02,   0.1505198465876238E+02
0.6250255365838257E+02,   0.1505614071515007E+02
0.6260255774423599E+02,   0.1506028888536462E+02
0.6270256183008940E+02,   0.1506442920062723E+02
0.6280256591594281E+02,   0.1506856169197786E+02
0.6290257000179623E+02,   0.1507268639027827E+02
0.6300257408764964E+02,   0.1507680332621214E+02
0.6310257817350305E+02,   0.1508091253028674E+02
0.6320258225935646E+02,   0.1508501403283416E+02
0.6330258634520987E+02,   0.1508910786401276E+02
0.6340259043106329E+02,   0.1509319405380809E+02
0.6350259451691670E+02,   0.1509727263203470E+02
0.6360259860277011E+02,   0.1510134362833681E+02
0.6370260268862352E+02,   0.1510540707219028E+02
0.6380260677447693E+02,   0.1510946299290277E+02
0.6390261086033035E+02,   0.1511351141961614E+02
0.6400261494618375E+02,   0.1511755238130687E+02
0.6410261903203717E+02,   0.1512158590678798E+02
0.6420262311789058E+02,   0.1512561202470897E+02
0.6430262720374400E+02,   0.1512963076355791E+02
0.6440263128959741E+02,   0.1513364215166263E+02
0.6450263537545082E+02,   0.1513764621719200E+02
0.6460263946130424E+02,   0.1514164298815633E+02
0.6470264354715765E+02,   0.1514563249240924E+02
0.6480264763301106E+02,   0.1514961475764856E+02
0.6490265171886446E+02,   0.1515358981141735E+02
0.6500265580471788E+02,   0.1515755768110500E+02
0.6510265989057129E+02,   0.1516151839394842E+02
0.6520266397642470E+02,   0.1516547197703322E+02
0.6530266806227812E+02,   0.1516941845729453E+02
0.6540267214813153E+02,   0.1517335786151828E+02
0.6550267623398494E+02,   0.1517729021634233E+02
0.6560268031983836E+02,   0.1518121554825734E+02
0.6570268440569177E+02,   0.1518513388360777E+02
0.6580268849154518E+02,   0.1518904524859323E+02
0.6590269257739860E+02,   0.1519294966926902E+02
0.6600269666325200E+02,   0.1519684717154761E+02
0.6610270074910541E+02,   0.1520073778119934E+02
0.6620270483495882E+02,   0.1520462152385355E+02
0.6630270892081224E+02,   0.1520849842499967E+02
0.6640271300666565E+02,   0.1521236850998796E+02
0.6650271709251906E+02,   0.1521623180403076E+02
0.6660272117837248E+02,   0.1522008833220311E+02
0.6670272526422589E+02,   0.1522393811944408E+02
0.6680272935007930E+02,   0.1522778119055746E+02
0.6690273343593272E+02,   0.1523161757021284E+02
0.6700273752178612E+02,   0.1523544728294649E+02
0.6710274160763953E+02,   0.1523927035316218E+02
0.6720274569349294E+02,   0.1524308680513237E+02
0.6730274977934636E+02,   0.1524689666299890E+02
0.6740275386519977E+02,   0.1525069995077390E+02
0.6750275795105318E+02,   0.1525449669234082E+02
0.6760276203690660E+02,   0.1525828691145523E+02
0.6770276612276001E+02,   0.1526207063174560E+02
0.6780277020861342E+02,   0.1526584787671415E+02
0.6790277429446684E+02,   0.1526961866973816E+02
0.6800277838032025E+02,   0.1527338303407047E+02
0.6810278246617365E+02,   0.1527714099284029E+02
0.6820278655202706E+02,   0.1528089256905419E+02
0.6830279063788048E+02,   0.1528463778559677E+02
0.6840279472373389E+02,   0.1528837666523164E+02
0.6850279880958730E+02,   0.1529210923060228E+02
0.6860280289544072E+02,   0.1529583550423277E+02
0.6870280698129413E+02,   0.1529955550852839E+02
0.6880281106714754E+02,   0.1530326926577682E+02
0.6890281515300096E+02,   0.1530697679814874E+02
0.6900281923885437E+02,   0.1531067812769864E+02
0.6910282332470777E+02,   0.1531437327636566E+02
0.6920282741056118E+02,   0.1531806226597427E+02
0.6930283149641460E+02,   0.1532174511823493E+02
0.6940283558226801E+02,   0.1532542185474514E+02
0.6950283966812142E+02,   0.1532909249699007E+02
0.6960284375397484E+02,   0.1533275706634347E+02
0.6970284783982825E+02,   0.1533641558406783E+02
0.6980285192568167E+02,   0.1534006807131584E+02
0.6990285601153508E+02,   0.1534371454913077E+02
0.7000286009738849E+02,   0.1534735503844748E+02
0.7010286418324191E+02,   0.1535098956009243E+02
0.7020286826909530E+02,   0.1535461813478517E+02
0.7030287235494872E+02,   0.1535824078313888E+02
0.7040287644080213E+02,   0.1536185752566057E+02
0.7050288052665555E+02,   0.1536546838275261E+02
0.7060288461250896E+02,   0.1536907337471294E+02
0.7070288869836237E+02,   0.1537267252173555E+02
0.7080289278421579E+02,   0.1537626584391144E+02
0.7090289687006920E+02,   0.1537985336122965E+02
0.7100290095592261E+02,   0.1538343509357705E+02
0.7110290504177603E+02,   0.1538701106073972E+02
0.7120290912762944E+02,   0.1539058128240373E+02
0.7130291321348284E+02,   0.1539414577815476E+02
0.7140291729933625E+02,   0.1539770456748009E+02
0.7150292138518967E+02,   0.1540125766976838E+02
0.7160292547104308E+02,   0.1540480510431042E+02
0.7170292955689649E+02,   0.1540834689030038E+02
0.7180293364274991E+02,   0.1541188304683511E+02
0.7190293772860332E+02,   0.1541541359291651E+02
0.7200294181445673E+02,   0.1541893854745058E+02
0.7210294590031015E+02,   0.1542245792924915E+02
0.7220294998616356E+02,   0.1542597175702980E+02
0.7230295407201696E+02,   0.1542948004941676E+02
0.7240295815787037E+02,   0.1543298282494161E+02
0.7250296224372379E+02,   0.1543648010204335E+02
0.7260296632957720E+02,   0.1543997189906989E+02
0.7270297041543061E+02,   0.1544345823427761E+02
0.7280297450128403E+02,   0.1544693912583297E+02
0.7290297858713744E+02,   0.1545041459181194E+02
0.7300298267299085E+02,   0.1545388465020199E+02
0.7310298675884427E+02,   0.1545734931890117E+02
0.7320299084469768E+02,   0.1546080861571985E+02
0.7330299493055109E+02,   0.1546426255838069E+02
0.7340299901640449E+02,   0.1546771116451909E+02
0.7350300310225791E+02,   0.1547115445168436E+02
0.7360300718811132E+02,   0.1547459243733937E+02
0.7370301127396473E+02,   0.1547802513886235E+02
0.7380301535981815E+02,   0.1548145257354575E+02
0.7390301944567156E+02,   0.1548487475859853E+02
0.7400302353152497E+02,   0.1548829171114544E+02
0.7410302761737839E+02,   0.1549170344822791E+02
0.7420303170323180E+02,   0.1549510998680515E+02
0.7430303578908521E+02,   0.1549851134375344E+02
0.7440303987493861E+02,   0.1550190753586800E+02
0.7450304396079203E+02,   0.1550529857986253E+02
0.7460304804664544E+02,   0.1550868449236985E+02
0.7470305213249885E+02,   0.1551206528994333E+02
0.7480305621835227E+02,   0.1551544098905591E+02
0.7490306030420568E+02,   0.1551881160610158E+02
0.7500306439005909E+02,   0.1552217715739610E+02
0.7510306847591251E+02,   0.1552553765917632E+02
0.7520307256176592E+02,   0.1552889312760167E+02
0.7530307664761933E+02,   0.1553224357875479E+02
0.7540308073347275E+02,   0.1553558902864062E+02
0.7550308481932615E+02,   0.1553892949318857E+02
0.7560308890517956E+02,   0.1554226498825235E+02
0.7570309299103297E+02,   0.1554559552960981E+02
0.7580309707688639E+02,   0.1554892113296405E+02
0.7590310116273980E+02,   0.1555224181394406E+02
0.7600310524859322E+02,   0.1555555758810465E+02
0.7610310933444663E+02,   0.1555886847092689E+02
0.7620311342030004E+02,   0.1556217447781903E+02
0.7630311750615346E+02,   0.1556547562411698E+02
0.7640312159200687E+02,   0.1556877192508407E+02
0.7650312567786027E+02,   0.1557206339591190E+02
0.7660312976371368E+02,   0.1557535005172099E+02
0.7670313384956710E+02,   0.1557863190756114E+02
0.7680313793542051E+02,   0.1558190897841139E+02
0.7690314202127392E+02,   0.1558518127918075E+02
0.7700314610712734E+02,   0.1558844882470890E+02
0.7710315019298075E+02,   0.1559171162976626E+02
0.7720315427883416E+02,   0.1559496970905473E+02
0.7730315836468758E+02,   0.1559822307720748E+02
0.7740316245054099E+02,   0.1560147174878990E+02
0.7750316653639440E+02,   0.1560471573830002E+02
0.7760317062224780E+02,   0.1560795506016868E+02
0.7770317470810122E+02,   0.1561118972876032E+02
0.7780317879395463E+02,   0.1561441975837242E+02
0.7790318287980804E+02,   0.1561764516323699E+02
0.7800318696566146E+02,   0.1562086595752062E+02
0.7810319105151487E+02,   0.1562408215532461E+02
0.7820319513736828E+02,   0.1562729377068561E+02
0.7830319922322170E+02,   0.1563050081757616E+02
0.7840320330907511E+02,   0.1563370330990436E+02
0.7850320739492852E+02,   0.1563690126151500E+02
0.7860321148078192E+02,   0.1564009468618962E+02
0.7870321556663534E+02,   0.1564328359764699E+02
0.7880321965248875E+02,   0.1564646800954341E+02
0.7890322373834216E+02,   0.1564964793547304E+02
0.7900322782419558E+02,   0.1565282338896844E+02
0.7910323191004899E+02,   0.1565599438350084E+02
0.7920323599590240E+02,   0.1565916093248025E+02
0.7930324008175582E+02,   0.1566232304925615E+02
0.7940324416760923E+02,   0.1566548074711777E+02
0.7950324825346264E+02,   0.1566863403929442E+02
0.7960325233931606E+02,   0.1567178293895586E+02
0.7970325642516946E+02,   0.1567492745921261E+02
0.7980326051102287E+02,   0.1567806761311631E+02
0.7990326459687628E+02,   0.1568120341366002E+02
0.8000326868272970E+02,   0.1568433487377869E+02
0.8010327276858311E+02,   0.1568746200634939E+02
0.8020327685443652E+02,   0.1569058482419163E+02
0.8030328094028994E+02,   0.1569370334006775E+02
0.8040328502614335E+02,   0.1569681756668315E+02
0.8050328911199676E+02,   0.1569992751668685E+02
0.8060329319785018E+02,   0.1570303320267169E+02
0.8070329728370358E+02,   0.1570613463717453E+02
0.8080330136955699E+02,   0.1570923183267682E+02
0.8090330545541040E+02,   0.1571232480160460E+02
0.8100330954126382E+02,   0.1571541355632912E+02
0.8110331362711723E+02,   0.1571849810916699E+02
0.8120331771297064E+02,   0.1572157847238061E+02
0.8130332179882406E+02,   0.1572465465817829E+02
0.8140332588467747E+02,   0.1572772667871478E+02
0.8150332997053088E+02,   0.1573079454609142E+02
0.8160333405638430E+02,   0.1573385827235649E+02
0.8170333814223771E+02,   0.1573691786950555E+02
0.8180334222809111E+02,   0.1573997334948175E+02
0.8190334631394452E+02,   0.1574302472417605E+02
0.8200335039979794E+02,   0.1574607200542760E+02
0.8210335448565135E+02,   0.1574911520502391E+02
0.8220335857150476E+02,   0.1575215433470125E+02
0.8230336265735818E+02,   0.1575518940614499E+02
0.8240336674321159E+02,   0.1575822043098973E+02
0.8250337082906501E+02,   0.1576124742081979E+02
0.8260337491491842E+02,   0.1576427038716924E+02
0.8270337900077183E+02,   0.1576728934152239E+02
0.8280338308662525E+02,   0.1577030429531392E+02
0.8290338717247865E+02,   0.1577331525992926E+02
0.8300339125833206E+02,   0.1577632224670492E+02
0.8310339534418547E+02,   0.1577932526692870E+02
0.8320339943003889E+02,   0.1578232433183987E+02
0.8330340351589230E+02,   0.1578531945262956E+02
0.8340340760174571E+02,   0.1578831064044102E+02
0.8350341168759913E+02,   0.1579129790636980E+02
0.8360341577345254E+02,   0.1579428126146411E+02
0.8370341985930595E+02,   0.1579726071672509E+02
0.8380342394515937E+02,   0.1580023628310704E+02
0.8390342803101277E+02,   0.1580320797151756E+02
0.8400343211686618E+02,   0.1580617579281797E+02
0.8410343620271959E+02,   0.1580913975782349E+02
0.8420344028857301E+02,   0.1581209987730354E+02
0.8430344437442642E+02,   0.1581505616198204E+02
0.8440344846027983E+02,   0.1581800862253754E+02
0.8450345254613325E+02,   0.1582095726960346E+02
0.8460345663198666E+02,   0.1582390211376859E+02
0.8470346071784007E+02,   0.1582684316557727E+02
0.8480346480369349E+02,   0.1582978043552893E+02
0.8490346888954690E+02,   0.1583271393407938E+02
0.8500347297540030E+02,   0.1583564367164047E+02
0.8510347706125371E+02,   0.1583856965858046E+02
0.8520348114710713E+02,   0.1584149190522432E+02
0.8530348523296054E+02,   0.1584441042185386E+02
0.8540348931881395E+02,   0.1584732521870800E+02
0.8550349340466737E+02,   0.1585023630598294E+02
0.8560349749052078E+02,   0.1585314369383248E+02
0.8570350157637419E+02,   0.1585604739236829E+02
0.8580350566222761E+02,   0.1585894741166005E+02
0.8590350974808102E+02,   0.1586184376173575E+02
0.8600351383393442E+02,   0.1586473645258204E+02
0.8610351791978783E+02,   0.1586762549414385E+02
0.8620352200564125E+02,   0.1587051089632519E+02
0.8630352609149466E+02,   0.1587339266898933E+02
0.8640353017734807E+02,   0.1587627082195895E+02
0.8650353426320149E+02,   0.1587914536501663E+02
0.8660353834905490E+02,   0.1588201630790406E+02
0.8670354243490831E+02,   0.1588488366032342E+02
0.8680354652076173E+02,   0.1588774743193696E+02
0.8690355060661514E+02,   0.1589060763236748E+02
0.8700355469246855E+02,   0.1589346427119893E+02
0.8710355877832195E+02,   0.1589631735797526E+02
0.8720356286417537E+02,   0.1589916690220185E+02
0.8730356695002878E+02,   0.1590201291334549E+02
0.8740357103588219E+02,   0.1590485540083464E+02
0.8750357512173561E+02,   0.1590769437405938E+02
0.8760357920758902E+02,   0.1591052984237126E+02
0.8770358329344243E+02,   0.1591336181508436E+02
0.8780358737929585E+02,   0.1591619030147506E+02
0.8790359146514926E+02,   0.1591901531078247E+02
0.8800359555100268E+02,   0.1592183685220779E+02
0.8810359963685607E+02,   0.1592465493491551E+02
0.8820360372270949E+02,   0.1592746956803325E+02
0.8830360780856290E+02,   0.1593028076065244E+02
0.8840361189441631E+02,   0.1593308852182692E+02
0.8850361598026973E+02,   0.1593589286057478E+02
0.8860362006612314E+02,   0.1593869378587804E+02
0.8870362415197656E+02,   0.1594149130668322E+02
0.8880362823782997E+02,   0.1594428543190003E+02
0.8890363232368338E+02,   0.1594707617040326E+02
0.8900363640953680E+02,   0.1594986353103258E+02
0.8910364049539021E+02,   0.1595264752259219E+02
0.8920364458124361E+02,   0.1595542815385096E+02
0.8930364866709702E+02,   0.1595820543354326E+02
0.8940365275295044E+02,   0.1596097937036950E+02
0.8950365683880385E+02,   0.1596374997299434E+02
0.8960366092465726E+02,   0.1596651725004877E+02
0.8970366501051068E+02,   0.1596928121012999E+02
0.8980366909636409E+02,   0.1597204186180110E+02
0.8990367318221750E+02,   0.1597479921359097E+02
0.9000367726807092E+02,   0.1597755327399530E+02
0.9010368135392433E+02,   0.1598030405147699E+02
0.9020368543977773E+02,   0.1598305155446444E+02
0.9030368952563114E+02,   0.1598579579135367E+02
0.9040369361148456E+02,   0.1598853677050831E+02
0.9050369769733797E+02,   0.1599127450025837E+02
0.9060370178319138E+02,   0.1599400898890160E+02
0.9070370586904480E+02,   0.1599674024470401E+02
0.9080370995489821E+02,   0.1599946827589853E+02
0.9090371404075162E+02,   0.1600219309068617E+02
0.9100371812660504E+02,   0.1600491469723703E+02
0.9110372221245845E+02,   0.1600763310368857E+02
0.9120372629831186E+02,   0.1601034831814547E+02
0.9130373038416526E+02,   0.1601306034868383E+02
0.9140373447001868E+02,   0.1601576920334742E+02
0.9150373855587209E+02,   0.1601847489014676E+02
0.9160374264172550E+02,   0.1602117741706479E+02
0.9170374672757892E+02,   0.1602387679205268E+02
0.9180375081343233E+02,   0.1602657302302840E+02
0.9190375489928574E+02,   0.1602926611788298E+02
0.9200375898513916E+02,   0.1603195608447670E+02
0.9210376307099257E+02,   0.1603464293063630E+02
0.9220376715684598E+02,   0.1603732666416192E+02
0.9230377124269938E+02,   0.1604000729282471E+02
0.9240377532855280E+02,   0.1604268482436155E+02
0.9250377941440621E+02,   0.1604535926648311E+02
0.9260378350025962E+02,   0.1604803062687268E+02
0.9270378758611304E+02,   0.1605069891317864E+02
0.9280379167196645E+02,   0.1605336413302345E+02
0.9290379575781986E+02,   0.1605602629400348E+02
0.9300379984367328E+02,   0.1605868540368045E+02
0.9310380392952669E+02,   0.1606134146959009E+02
0.9320380801538010E+02,   0.1606399449924224E+02
0.9330381210123352E+02,   0.1606664450011453E+02
0.9340381618708692E+02,   0.1606929147965678E+02
0.9350382027294033E+02,   0.1607193544529312E+02
0.9360382435879374E+02,   0.1607457640441884E+02
0.9370382844464716E+02,   0.1607721436439867E+02
0.9380383253050057E+02,   0.1607984933257239E+02
0.9390383661635398E+02,   0.1608248131625430E+02
0.9400384070220740E+02,   0.1608511032272578E+02
0.9410384478806081E+02,   0.1608773635924357E+02
0.9420384887391423E+02,   0.1609035943304038E+02
0.9430385295976764E+02,   0.1609297955131712E+02
0.9440385704562105E+02,   0.1609559672124894E+02
0.9450386113147445E+02,   0.1609821094998662E+02
0.9460386521732786E+02,   0.1610082224465349E+02
0.9470386930318128E+02,   0.1610343061234344E+02
0.9480387338903469E+02,   0.1610603606012648E+02
0.9490387747488811E+02,   0.1610863859504958E+02
0.9500388156074152E+02,   0.1611123822412691E+02
0.9510388564659493E+02,   0.1611383495434990E+02
0.9520388973244835E+02,   0.1611642879268619E+02
0.9530389381830176E+02,   0.1611901974607566E+02
0.9540389790415517E+02,   0.1612160782143099E+02
0.9550390199000857E+02,   0.1612419302564113E+02
0.9560390607586199E+02,   0.1612677536557315E+02
0.9570391016171540E+02,   0.1612935484806210E+02
0.9580391424756881E+02,   0.1613193147992137E+02
0.9590391833342223E+02,   0.1613450526794071E+02
0.9600392241927564E+02,   0.1613707621888431E+02
0.9610392650512905E+02,   0.1613964433948868E+02
0.9620393059098247E+02,   0.1614220963646822E+02
0.9630393467683588E+02,   0.1614477211651537E+02
0.9640393876268929E+02,   0.1614733178629334E+02
0.9650394284854271E+02,   0.1614988865244251E+02
0.9660394693439611E+02,   0.1615244272158027E+02
0.9670395102024952E+02,   0.1615499400030216E+02
0.9680395510610293E+02,   0.1615754249517420E+02
0.9690395919195635E+02,   0.1616008821274146E+02
0.9700396327780976E+02,   0.1616263115952712E+02
0.9710396736366317E+02,   0.1616517134202961E+02
0.9720397144951659E+02,   0.1616770876672134E+02
0.9730397553537000E+02,   0.1617024344005370E+02
0.9740397962122341E+02,   0.1617277536845695E+02
0.9750398370707683E+02,   0.1617530455833469E+02
0.9760398779293023E+02,   0.1617783101606769E+02
0.9770399187878364E+02,   0.1618035474801492E+02
0.9780399596463705E+02,   0.1618287576051538E+02
0.9790400005049047E+02,   0.1618539405988009E+02
0.9800400413634388E+02,   0.1618790965239959E+02
0.9810400822219729E+02,   0.1619042254434212E+02
0.9820401230805071E+02,   0.1619293274195756E+02
0.9830401639390412E+02,   0.1619544025146600E+02
0.9840402047975753E+02,   0.1619794507906922E+02
0.9850402456561095E+02,   0.1620044723094708E+02
0.9860402865146436E+02,   0.1620294671326032E+02
0.9870403273731776E+02,   0.1620544353214155E+02
0.9880403682317117E+02,   0.1620793769370475E+02
0.9890404090902459E+02,   0.1621042920404298E+02
0.9900404499487800E+02,   0.1621291806923005E+02
0.9910404908073141E+02,   0.1621540429531212E+02
0.9920405316658483E+02,   0.1621788788831753E+02
0.9930405725243824E+02,   0.1622036885425340E+02
0.9940406133829165E+02,   0.1622284719910868E+02
0.9950406542414507E+02,   0.1622532292884489E+02
0.9960406950999848E+02,   0.1622779604940584E+02
0.9970407359585188E+02,   0.1623026656671473E+02
0.9980407768170529E+02,   0.1623273448667726E+02
0.9990408176755871E+02,   0.1623519981517162E+02
0.1000040858534121E+03,   0.1623766208570500E+02
0.1020041675704804E+03,   0.1628618079913127E+02
0.1040042492875486E+03,   0.1633376594320073E+02
0.1060043310046169E+03,   0.1638045325024159E+02
0.1080044127216851E+03,   0.1642627644860508E+02
0.1100044944387533E+03,   0.1647126740976666E+02
0.1120045761558216E+03,   0.1651545628217276E+02
0.1140046578728898E+03,   0.1655887161324061E+02
0.1160047395899581E+03,   0.1660154046074777E+02
0.1180048213070263E+03,   0.1664348849469974E+02
0.1200049030240945E+03,   0.1668474009063596E+02
0.1220049847411628E+03,   0.1672531841522355E+02
0.1240050664582310E+03,   0.1676524550489112E+02
0.1260051481752993E+03,   0.1680454233817119E+02
0.1280052298923675E+03,   0.1684322890234550E+02
0.1300053116094358E+03,   0.1688132425492343E+02
0.1320053933265040E+03,   0.1691884658042682E+02
0.1340054750435722E+03,   0.1695581324290477E+02
0.1360055567606405E+03,   0.1699224083455801E+02
0.1380056384777087E+03,   0.1702814522081361E+02
0.1400057201947770E+03,   0.1706354158215663E+02
0.1420058019118452E+03,   0.1709844445299464E+02
0.1440058836289135E+03,   0.1713286775780411E+02
0.1460059653459817E+03,   0.1716682484478385E+02
0.1480060470630499E+03,   0.1720032851721868E+02
0.1500061287801182E+03,   0.1723339106273815E+02
0.1520062104971864E+03,   0.1726602428063730E+02
0.1540062922142547E+03,   0.1729823950741163E+02
0.1560063739313229E+03,   0.1733004764064452E+02
0.1580064556483912E+03,   0.1736145916137301E+02
0.1600065373654594E+03,   0.1739248415504683E+02
0.1620066190825276E+03,   0.1742313233118553E+02
0.1640067007995959E+03,   0.1745341304182950E+02
0.1660067825166641E+03,   0.1748333529887276E+02
0.1680068642337324E+03,   0.1751290779035770E+02
0.1700069459508006E+03,   0.1754213889580558E+02
0.1720070276678688E+03,   0.1757103670065051E+02
0.1740071093849371E+03,   0.1759960900983893E+02
0.1760071911020054E+03,   0.1762786336065201E+02
0.1780072728190736E+03,   0.1765580703480355E+02
0.1800073545361418E+03,   0.1768344706986199E+02
0.1820074362532101E+03,   0.1771079027004125E+02
0.1840075179702783E+03,   0.1773784321640201E+02
0.1860075996873466E+03,   0.1776461227650141E+02
0.1880076814044148E+03,   0.1779110361352676E+02
0.1900077631214830E+03,   0.1781732319494595E+02
0.1920078448385513E+03,   0.1784327680070490E+02
0.1940079265556195E+03,   0.1786897003100033E+02
0.1960080082726878E+03,   0.1789440831365375E+02
0.1980080899897560E+03,   0.1791959691111132E+02
0.2000081717068242E+03,   0.1794454092709178E+02
0.2020082534238925E+03,   0.1796924531290366E+02
0.2040083351409607E+03,   0.1799371487345134E+02
0.2060084168580290E+03,   0.1801795427294807E+02
0.2080084985750972E+03,   0.1804196804035296E+02
0.2100085802921654E+03,   0.1806576057454787E+02
0.2120086620092337E+03,   0.1808933614926892E+02
0.2140087437263020E+03,   0.1811269891780642E+02
0.2160088254433702E+03,   0.1813585291748629E+02
0.2180089071604384E+03,   0.1815880207394485E+02
0.2200089888775067E+03,   0.1818155020520843E+02
0.2220090705945749E+03,   0.1820410102558846E+02
0.2240091523116432E+03,   0.1822645814940174E+02
0.2260092340287114E+03,   0.1824862509452550E+02
0.2280093157457796E+03,   0.1827060528579573E+02
0.2300093974628479E+03,   0.1829240205825719E+02
0.2320094791799161E+03,   0.1831401866027268E+02
0.2340095608969844E+03,   0.1833545825649885E+02
0.2360096426140526E+03,   0.1835672393073542E+02
0.2380097243311209E+03,   0.1837781868865413E+02
0.2400098060481891E+03,   0.1839874546041353E+02
0.2420098877652573E+03,   0.1841950710316524E+02
0.2440099694823256E+03,   0.1844010640345714E+02
0.2460100511993938E+03,   0.1846054607953837E+02
0.2480101329164621E+03,   0.1848082878357107E+02
0.2500102146335303E+03,   0.1850095710375328E+02
0.2520102963505986E+03,   0.1852093356635726E+02
0.2540103780676668E+03,   0.1854076063768724E+02
0.2560104597847350E+03,   0.1856044072596038E+02
0.2580105415018033E+03,   0.1857997618311455E+02
0.2600106232188715E+03,   0.1859936930654635E+02
0.2620107049359398E+03,   0.1861862234078244E+02
0.2640107866530080E+03,   0.1863773747908742E+02
0.2660108683700763E+03,   0.1865671686501097E+02
0.2680109500871445E+03,   0.1867556259387707E+02
0.2700110318042127E+03,   0.1869427671421787E+02
0.2720111135212810E+03,   0.1871286122915462E+02
0.2740111952383492E+03,   0.1873131809772799E+02
0.2760112769554175E+03,   0.1874964923618012E+02
0.2780113586724857E+03,   0.1876785651919025E+02
0.2800114403895540E+03,   0.1878594178106618E+02
0.2820115221066222E+03,   0.1880390681689325E+02
0.2840116038236905E+03,   0.1882175338364271E+02
0.2860116855407587E+03,   0.1883948320124131E+02
0.2880117672578269E+03,   0.1885709795360349E+02
0.2900118489748951E+03,   0.1887459928962793E+02
0.2920119306919634E+03,   0.1889198882415981E+02
0.2940120124090316E+03,   0.1890926813892028E+02
0.2960120941260999E+03,   0.1892643878340437E+02
0.2980121758431681E+03,   0.1894350227574870E+02
0.3000122575602364E+03,   0.1896046010357017E+02
0.3020123392773046E+03,   0.1897731372477673E+02
0.3040124209943729E+03,   0.1899406456835150E+02
0.3060125027114411E+03,   0.1901071403511107E+02
0.3080125844285093E+03,   0.1902726349843914E+02
0.3100126661455776E+03,   0.1904371430499649E+02
0.3120127478626458E+03,   0.1906006777540797E+02
0.3140128295797141E+03,   0.1907632520492767E+02
0.3160129112967823E+03,   0.1909248786408295E+02
0.3180129930138506E+03,   0.1910855699929809E+02
0.3200130747309188E+03,   0.1912453383349844E+02
0.3220131564479871E+03,   0.1914041956669577E+02
0.3240132381650553E+03,   0.1915621537655546E+02
0.3260133198821235E+03,   0.1917192241894622E+02
