x,y,sdr,tke
 9.701266289E-01, 2.243552729E-02, 6.924710760E-08, 4.955390542E-10
 9.701266289E-01, 2.313034981E-02, 6.924717155E-08, 4.955394983E-10
 9.701266289E-01, 2.384668961E-02, 6.924722840E-08, 4.955399979E-10
 9.701266289E-01, 2.458521351E-02, 6.924729234E-08, 4.955404975E-10
 9.701266289E-01, 2.534661070E-02, 6.924736340E-08, 4.955409971E-10
 9.701266289E-01, 2.613158710E-02, 6.924742735E-08, 4.955414967E-10
 9.701266289E-01, 2.694087476E-02, 6.924749840E-08, 4.955421073E-10
 9.701266289E-01, 2.777522430E-02, 6.924756946E-08, 4.955426069E-10
 9.701266289E-01, 2.863541432E-02, 6.924764051E-08, 4.955432176E-10
 9.701266289E-01, 2.952224575E-02, 6.924771867E-08, 4.955438282E-10
 9.701266289E-01, 3.043654002E-02, 6.924779683E-08, 4.955443833E-10
 9.701266289E-01, 3.137915209E-02, 6.924787499E-08, 4.955450494E-10
 9.701266289E-01, 3.235095367E-02, 6.924796736E-08, 4.955457156E-10
 9.701266289E-01, 3.335285187E-02, 6.924804552E-08, 4.955463817E-10
 9.701266289E-01, 3.438577801E-02, 6.924813789E-08, 4.955470478E-10
 9.701266289E-01, 3.545069695E-02, 6.924823026E-08, 4.955477695E-10
 9.701266289E-01, 3.654859215E-02, 6.924832263E-08, 4.955484911E-10
 9.701266289E-01, 3.768049181E-02, 6.924842211E-08, 4.955492683E-10
 9.701266289E-01, 3.884744644E-02, 6.924852158E-08, 4.955500454E-10
 9.701266289E-01, 4.005054012E-02, 6.924861395E-08, 4.955508226E-10
 9.701266289E-01, 4.129089043E-02, 6.924872054E-08, 4.955515998E-10
 9.701266289E-01, 4.256965965E-02, 6.924883422E-08, 4.955524324E-10
 9.701266289E-01, 4.388802871E-02, 6.924894080E-08, 4.955533206E-10
 9.701266289E-01, 4.524722695E-02, 6.924906160E-08, 4.955542088E-10
 9.701266289E-01, 4.664851725E-02, 6.924917528E-08, 4.955550970E-10
 9.701266289E-01, 4.809320718E-02, 6.924930318E-08, 4.955560406E-10
 9.701266289E-01, 4.958264157E-02, 6.924942397E-08, 4.955570398E-10
 9.701266289E-01, 5.111819878E-02, 6.924955187E-08, 4.955580390E-10
 9.701266289E-01, 5.270131305E-02, 6.924968687E-08, 4.955590382E-10
 9.701266289E-01, 5.433345586E-02, 6.924982188E-08, 4.955600930E-10
 9.701266289E-01, 5.601614714E-02, 6.924996399E-08, 4.955612032E-10
 9.701266289E-01, 5.775095150E-02, 6.925010609E-08, 4.955623689E-10
 9.701266289E-01, 5.953947827E-02, 6.925025531E-08, 4.955634791E-10
 9.701266289E-01, 6.138340011E-02, 6.925041163E-08, 4.955646449E-10
 9.701266289E-01, 6.328442693E-02, 6.925056795E-08, 4.955658661E-10
 9.701266289E-01, 6.524432451E-02, 6.925072427E-08, 4.955671429E-10
 9.701266289E-01, 6.726492196E-02, 6.925089480E-08, 4.955684196E-10
 9.701266289E-01, 6.934808940E-02, 6.925106533E-08, 4.955698074E-10
